,Country/Currency,currency,value,date
15959,Guyana Dollar,GYD,231.628488,31/03/2022
15960,Haiti Gourde,HTG,117.910158,31/03/2022
15961,Honduras Lempira,HNL,27.177024,31/03/2022
15962,Hong Kong Dollar,HKD,8.679972,31/03/2022
15963,Hungary Forint,HUF,367.660863,31/03/2022
15964,Iceland Krona,ISK,142.02071,31/03/2022
15965,India Rupee,INR,84.131186,31/03/2022
15966,Indonesia Rupiah,IDR,15906.77135,31/03/2022
15967,Iran Rial,IRR,46819.332671,31/03/2022
15968,Iraq Dinar,IQD,1617.898837,31/03/2022
15969,Israel New Shekel,ILS,3.535602,31/03/2022
15970,Jamaica Dollar,JMD,169.953643,31/03/2022
15971,Jordan Dinar,JOD,0.785672,31/03/2022
15972,Kazakhstan Tenge,KZT,522.082307,31/03/2022
15973,Kenya Shilling,KES,127.436712,31/03/2022
15974,Kuwait Dinar,KWD,0.336822,31/03/2022
15975,Kyrgyzstan Som,KGS,91.380252,31/03/2022
15976,Laos Kip,LAK,13020.761627,31/03/2022
15977,Lebanon Pound,LBP,1677.738831,31/03/2022
15978,Lesotho Loti,LSL,16.101607,31/03/2022
15979,Liberia Dollar,LRD,169.220336,31/03/2022
15980,Libya Dinar,LYD,5.180607,31/03/2022
15981,Macau Pataca,MOP,8.928496,31/03/2022
15982,Macedonia Denar,MKD,61.395595,31/03/2022
15983,Malagasy Ariary,MGA,4414.869342,31/03/2022
15984,Malawi Kwacha,MWK,905.910534,31/03/2022
15985,Malaysia Ringgit,MYR,4.659219,31/03/2022
15986,Maldives Rufiyaa,MVR,17.120701,31/03/2022
15987,Mauritania Ouguiya,MRO,395.60932,31/03/2022
15988,Mauritius Rupee,MUR,50.254983,31/03/2022
15989,Mexico Peso,MXN,22.060904,31/03/2022
15990,Moldova Leu,MDL,20.293659,31/03/2022
15991,Mongolia Tugrik,MNT,3190.111747,31/03/2022
15992,Morocco Dirham,MAD,10.729662,31/03/2022
15993,Mozambique New Metical,MZN,70.733357,31/03/2022
15994,Myanmar Kyat,MMK,1968.655608,31/03/2022
15995,NL Antilles Guilder,ANG,1.995311,31/03/2022
15996,Namibia Dollar,NAD,16.101564,31/03/2022
15997,Nepal Rupee,NPR,134.087624,31/03/2022
15998,New Zealand Dollar,NZD,1.598866,31/03/2022
15999,Nicaragua Cordoba Oro,NIO,39.624046,31/03/2022
16000,Nigeria Naira,NGN,460.713421,31/03/2022
16001,North Korea Won,KPW,997.335288,31/03/2022
16002,Norway Kroner,NOK,9.712751,31/03/2022
16003,Oman Rial,OMR,0.426662,31/03/2022
16004,Pakistan Rupee,PKR,203.400605,31/03/2022
16005,Panama Balboa,PAB,1.107142,31/03/2022
16006,Papua New Guinea Kina,PGK,3.901096,31/03/2022
16007,Paraguay Guarani,PYG,7693.403283,31/03/2022
16008,Peru Nuevo Sol,PEN,4.12563,31/03/2022
16009,Philippines Peso,PHP,57.396601,31/03/2022
16010,Poland Zloty,PLN,4.654693,31/03/2022
16011,Qatar Rial,QAR,4.034783,31/03/2022
16012,Romania New Lei,RON,4.945783,31/03/2022
16013,Russia Rouble,RUB,90.037103,31/03/2022
16014,Rwanda Franc,RWF,1127.542511,31/03/2022
16015,Samoa Tala,WST,2.90562,31/03/2022
16016,Sao Tome/Principe Dobra,STD,22936.465343,31/03/2022
16017,Saudi Arabia Riyal,SAR,4.157174,31/03/2022
16018,Serbia Dinar,RSD,117.719001,31/03/2022
16019,Seychelles Rupee,SCR,15.973188,31/03/2022
16020,Sierra Leone Leone,SLL,13148.1985,31/03/2022
16021,Singapore Dollar,SGD,1.500944,31/03/2022
16022,Solomon Islands Dollar,SBD,8.883035,31/03/2022
16023,Somali Shilling,SOS,647.159745,31/03/2022
16024,South Africa Rand,ZAR,16.219657,31/03/2022
16025,South Korea Won,KRW,1345.859513,31/03/2022
16026,Sri Lanka Rupee,LKR,325.498407,31/03/2022
16027,St Helena Pound,SHP,1.526362,31/03/2022
16028,Sudan Pound,SDG,495.942061,31/03/2022
16029,Suriname Dollar,SRD,22.975829,31/03/2022
16030,Swaziland Lilangeni,SZL,16.068977,31/03/2022
16031,Sweden Krona,SEK,10.372619,31/03/2022
16032,Syria Pound,SYP,2783.672894,31/03/2022
16033,Taiwan Dollar,TWD,31.730208,31/03/2022
16034,Tanzania Shilling,TZS,2570.907183,31/03/2022
16035,Thailand Baht,THB,36.880891,31/03/2022
16036,Tonga Pa'anga,TOP,2.491672,31/03/2022
16037,Trinidad/Tobago Dollar,TTD,7.522536,31/03/2022
16038,Tunisia Dinar,TND,3.255189,31/03/2022
16039,Turkish New Lira,TRY,16.268191,31/03/2022
16040,Uganda Shilling,UGX,3967.965263,31/03/2022
16041,Ukraine Hryvnia,UAH,32.687887,31/03/2022
16042,Uruguay Peso,UYU,45.680954,31/03/2022
16043,United Arab Emirates Dirham,AED,4.070232,31/03/2022
16044,Vanuatu Vatu,VUV,126.458302,31/03/2022
16045,Vietnam Dong,VND,25310.697525,31/03/2022
16046,Yemen Rial,YER,277.314191,31/03/2022
16047,Zambia Kwacha,ZMK,9974.679915,31/03/2022
16048,Australia Dollar,AUD,1.472554,01/04/2022
16049,Great Britain Pound,GBP,0.84247,01/04/2022
16050,Euro,EUR,1.0,01/04/2022
16051,Japan Yen,JPY,135.301043,01/04/2022
16052,Switzerland Franc,CHF,1.02208,01/04/2022
16053,USA Dollar,USD,1.10435,01/04/2022
16054,Afghanistan Afghani,AFN,97.183165,01/04/2022
16055,Albania Lek,ALL,121.041113,01/04/2022
16056,Algeria Dinar,DZD,158.158464,01/04/2022
16057,Angola Kwanza,AOA,490.965131,01/04/2022
16058,Argentina Peso,ARS,122.721927,01/04/2022
16059,Armenia Dram,AMD,535.367008,01/04/2022
16060,Aruba Florin,AWG,1.987829,01/04/2022
16061,Azerbaijan New Manat,AZN,1.881778,01/04/2022
16062,Bahamas Dollar,BSD,1.105058,01/04/2022
16063,Bahrain Dinar,BHD,0.416417,01/04/2022
16064,Bangladesh Taka,BDT,95.286255,01/04/2022
16065,Barbados Dollar,BBD,2.231285,01/04/2022
16066,Belarus Ruble,BYR,21645.250682,01/04/2022
16067,Belize Dollar,BZD,2.227491,01/04/2022
16068,Bermuda Dollar,BMD,1.10435,01/04/2022
16069,Bhutan Ngultrum,BTN,83.939111,01/04/2022
16070,Bolivia Boliviano,BOB,7.608498,01/04/2022
16071,Bosnia Mark,BAM,1.952991,01/04/2022
16072,Botswana Pula,BWP,12.680364,01/04/2022
16073,Brazil Real,BRL,5.156323,01/04/2022
16074,Brunei Dollar,BND,1.498313,01/04/2022
16075,Bulgaria Lev,BGN,1.957623,01/04/2022
16076,Burundi Franc,BIF,2220.846894,01/04/2022
16077,CFA Franc BCEAO,XOF,651.018022,01/04/2022
16078,CFA Franc BEAC,XAF,654.951472,01/04/2022
16079,CFP Franc,XPF,119.825899,01/04/2022
16080,Cambodia Riel,KHR,4473.720311,01/04/2022
16081,Canada Dollar,CAD,1.382508,01/04/2022
16082,Cape Verde Escudo,CVE,110.711475,01/04/2022
16083,Cayman Islands Dollar,KYD,0.920932,01/04/2022
16084,Chili Peso,CLP,865.262173,01/04/2022
16085,China Yuan/Renminbi,CNY,7.027091,01/04/2022
16086,Colombia Peso,COP,4146.136725,01/04/2022
16087,Comoros Franc,KMF,492.485095,01/04/2022
16088,Congo Franc,CDF,2219.742944,01/04/2022
16089,Costa Rica Colon,CRC,724.254144,01/04/2022
16090,Croatia Kuna,HRK,7.558946,01/04/2022
16091,Cuba Convertible Peso,CUC,1.10435,01/04/2022
16092,Cuba Peso,CUP,29.265262,01/04/2022
16093,Czech Koruna,CZK,24.3631,01/04/2022
16094,Denmark Krone,DKK,7.438461,01/04/2022
16095,Djibouti Franc,DJF,196.265432,01/04/2022
16096,Dominican Republich Peso,DOP,60.761745,01/04/2022
16097,East Caribbean Dollar,XCD,2.98456,01/04/2022
16098,Egypt Pound,EGP,20.184647,01/04/2022
16099,El Salvador Colon,SVC,9.669636,01/04/2022
16100,Ethiopia Birr,ETB,56.333302,01/04/2022
16101,Falkland Islands Pound,FKP,0.846991,01/04/2022
16102,Fiji Dollar,FJD,2.3247,01/04/2022
16103,Gambia Dalasi,GMD,59.528695,01/04/2022
16104,Georgia Lari,GEL,3.418006,01/04/2022
16105,Ghana New Cedi,GHS,8.310274,01/04/2022
16106,Gibraltar Pound,GIP,0.846991,01/04/2022
16107,Guatemala Quetzal,GTQ,8.492661,01/04/2022
16108,Guinea Franc,GNF,9806.624171,01/04/2022
16109,Guyana Dollar,GYD,231.196565,01/04/2022
16110,Haiti Gourde,HTG,117.688448,01/04/2022
16111,Honduras Lempira,HNL,26.913427,01/04/2022
16112,Hong Kong Dollar,HKD,8.65169,01/04/2022
16113,Hungary Forint,HUF,367.882062,01/04/2022
16114,Iceland Krona,ISK,142.023563,01/04/2022
16115,India Rupee,INR,83.855031,01/04/2022
16116,Indonesia Rupiah,IDR,15866.520925,01/04/2022
16117,Iran Rial,IRR,46769.202755,01/04/2022
16118,Iraq Dinar,IQD,1612.350306,01/04/2022
16119,Israel New Shekel,ILS,3.53727,01/04/2022
16120,Jamaica Dollar,JMD,169.415339,01/04/2022
16121,Jordan Dinar,JOD,0.783028,01/04/2022
16122,Kazakhstan Tenge,KZT,525.55596,01/04/2022
16123,Kenya Shilling,KES,127.114831,01/04/2022
16124,Kuwait Dinar,KWD,0.335999,01/04/2022
16125,Kyrgyzstan Som,KGS,90.02713,01/04/2022
16126,Laos Kip,LAK,12981.629047,01/04/2022
16127,Lebanon Pound,LBP,1671.985565,01/04/2022
16128,Lesotho Loti,LSL,16.201229,01/04/2022
16129,Liberia Dollar,LRD,168.579377,01/04/2022
16130,Libya Dinar,LYD,5.124602,01/04/2022
16131,Macau Pataca,MOP,8.919151,01/04/2022
16132,Macedonia Denar,MKD,61.525556,01/04/2022
16133,Malagasy Ariary,MGA,4400.833239,01/04/2022
16134,Malawi Kwacha,MWK,902.809865,01/04/2022
16135,Malaysia Ringgit,MYR,4.649868,01/04/2022
16136,Maldives Rufiyaa,MVR,17.073662,01/04/2022
16137,Mauritania Ouguiya,MRO,394.25259,01/04/2022
16138,Mauritius Rupee,MUR,49.298581,01/04/2022
16139,Mexico Peso,MXN,21.937024,01/04/2022
16140,Moldova Leu,MDL,20.245867,01/04/2022
16141,Mongolia Tugrik,MNT,3179.171363,01/04/2022
16142,Morocco Dirham,MAD,10.739251,01/04/2022
16143,Mozambique New Metical,MZN,70.491047,01/04/2022
16144,Myanmar Kyat,MMK,1964.99547,01/04/2022
16145,NL Antilles Guilder,ANG,1.991623,01/04/2022
16146,Namibia Dollar,NAD,16.201224,01/04/2022
16147,Nepal Rupee,NPR,134.302498,01/04/2022
16148,New Zealand Dollar,NZD,1.597138,01/04/2022
16149,Nicaragua Cordoba Oro,NIO,39.436738,01/04/2022
16150,Nigeria Naira,NGN,459.100601,01/04/2022
16151,North Korea Won,KPW,993.914959,01/04/2022
16152,Norway Kroner,NOK,9.664572,01/04/2022
16153,Oman Rial,OMR,0.425168,01/04/2022
16154,Pakistan Rupee,PKR,203.035074,01/04/2022
16155,Panama Balboa,PAB,1.105058,01/04/2022
16156,Papua New Guinea Kina,PGK,3.887725,01/04/2022
16157,Paraguay Guarani,PYG,7654.360385,01/04/2022
16158,Peru Nuevo Sol,PEN,4.111536,01/04/2022
16159,Philippines Peso,PHP,56.949139,01/04/2022
16160,Poland Zloty,PLN,4.639493,01/04/2022
16161,Qatar Rial,QAR,4.020979,01/04/2022
16162,Romania New Lei,RON,4.945834,01/04/2022
16163,Russia Rouble,RUB,94.836058,01/04/2022
16164,Rwanda Franc,RWF,1123.123467,01/04/2022
16165,Samoa Tala,WST,2.895655,01/04/2022
16166,Sao Tome/Principe Dobra,STD,22857.805486,01/04/2022
16167,Saudi Arabia Riyal,SAR,4.142686,01/04/2022
16168,Serbia Dinar,RSD,117.766346,01/04/2022
16169,Seychelles Rupee,SCR,15.920462,01/04/2022
16170,Sierra Leone Leone,SLL,13136.237969,01/04/2022
16171,Singapore Dollar,SGD,1.498387,01/04/2022
16172,Solomon Islands Dollar,SBD,8.859639,01/04/2022
16173,Somali Shilling,SOS,644.940496,01/04/2022
16174,South Africa Rand,ZAR,16.207475,01/04/2022
16175,South Korea Won,KRW,1347.450409,01/04/2022
16176,Sri Lanka Rupee,LKR,328.708614,01/04/2022
16177,St Helena Pound,SHP,1.521135,01/04/2022
16178,Sudan Pound,SDG,494.200474,01/04/2022
16179,Suriname Dollar,SRD,22.88879,01/04/2022
16180,Swaziland Lilangeni,SZL,16.201216,01/04/2022
16181,Sweden Krona,SEK,10.348201,01/04/2022
16182,Syria Pound,SYP,2774.126379,01/04/2022
16183,Taiwan Dollar,TWD,31.668369,01/04/2022
16184,Tanzania Shilling,TZS,2563.195617,01/04/2022
16185,Thailand Baht,THB,36.932213,01/04/2022
16186,Tonga Pa'anga,TOP,2.485946,01/04/2022
16187,Trinidad/Tobago Dollar,TTD,7.506549,01/04/2022
16188,Tunisia Dinar,TND,3.243516,01/04/2022
16189,Turkish New Lira,TRY,16.22295,01/04/2022
16190,Uganda Shilling,UGX,3950.856345,01/04/2022
16191,Ukraine Hryvnia,UAH,32.490666,01/04/2022
16192,Uruguay Peso,UYU,45.291311,01/04/2022
16193,United Arab Emirates Dirham,AED,4.056322,01/04/2022
16194,Vanuatu Vatu,VUV,126.024617,01/04/2022
16195,Vietnam Dong,VND,25222.238792,01/04/2022
16196,Yemen Rial,YER,276.36387,01/04/2022
16197,Zambia Kwacha,ZMK,9940.474909,01/04/2022
16198,Australia Dollar,AUD,1.473127,02/04/2022
16199,Great Britain Pound,GBP,0.842461,02/04/2022
16200,Euro,EUR,1.0,02/04/2022
16201,Japan Yen,JPY,135.351325,02/04/2022
16202,Switzerland Franc,CHF,1.022811,02/04/2022
16203,USA Dollar,USD,1.104845,02/04/2022
16204,Afghanistan Afghani,AFN,97.98111,02/04/2022
16205,Albania Lek,ALL,121.61379,02/04/2022
16206,Algeria Dinar,DZD,158.313952,02/04/2022
16207,Angola Kwanza,AOA,491.185532,02/04/2022
16208,Argentina Peso,ARS,122.866532,02/04/2022
16209,Armenia Dram,AMD,534.280584,02/04/2022
16210,Aruba Florin,AWG,1.988722,02/04/2022
16211,Azerbaijan New Manat,AZN,1.882623,02/04/2022
16212,Bahamas Dollar,BSD,1.106826,02/04/2022
16213,Bahrain Dinar,BHD,0.416947,02/04/2022
16214,Bangladesh Taka,BDT,95.438622,02/04/2022
16215,Barbados Dollar,BBD,2.234853,02/04/2022
16216,Belarus Ruble,BYR,21654.967516,02/04/2022
16217,Belize Dollar,BZD,2.231053,02/04/2022
16218,Bermuda Dollar,BMD,1.104845,02/04/2022
16219,Bhutan Ngultrum,BTN,84.073333,02/04/2022
16220,Bolivia Boliviano,BOB,7.620664,02/04/2022
16221,Bosnia Mark,BAM,1.956052,02/04/2022
16222,Botswana Pula,BWP,12.70064,02/04/2022
16223,Brazil Real,BRL,5.149477,02/04/2022
16224,Brunei Dollar,BND,1.50077,02/04/2022
16225,Bulgaria Lev,BGN,1.956726,02/04/2022
16226,Burundi Franc,BIF,2271.017517,02/04/2022
16227,CFA Franc BCEAO,XOF,656.031389,02/04/2022
16228,CFA Franc BEAC,XAF,656.031389,02/04/2022
16229,CFP Franc,XPF,119.87969,02/04/2022
16230,Cambodia Riel,KHR,4482.808318,02/04/2022
16231,Canada Dollar,CAD,1.38316,02/04/2022
16232,Cape Verde Escudo,CVE,110.277505,02/04/2022
16233,Cayman Islands Dollar,KYD,0.922405,02/04/2022
16234,Chili Peso,CLP,869.601006,02/04/2022
16235,China Yuan/Renminbi,CNY,7.030246,02/04/2022
16236,Colombia Peso,COP,4176.173548,02/04/2022
16237,Comoros Franc,KMF,492.706178,02/04/2022
16238,Congo Franc,CDF,2220.739415,02/04/2022
16239,Costa Rica Colon,CRC,725.412256,02/04/2022
16240,Croatia Kuna,HRK,7.562339,02/04/2022
16241,Cuba Convertible Peso,CUC,1.104845,02/04/2022
16242,Cuba Peso,CUP,29.2784,02/04/2022
16243,Czech Koruna,CZK,24.369617,02/04/2022
16244,Denmark Krone,DKK,7.437492,02/04/2022
16245,Djibouti Franc,DJF,197.052344,02/04/2022
16246,Dominican Republich Peso,DOP,60.887904,02/04/2022
16247,East Caribbean Dollar,XCD,2.9859,02/04/2022
16248,Egypt Pound,EGP,20.211292,02/04/2022
16249,El Salvador Colon,SVC,9.685098,02/04/2022
16250,Ethiopia Birr,ETB,56.868548,02/04/2022
16251,Falkland Islands Pound,FKP,0.847371,02/04/2022
16252,Fiji Dollar,FJD,2.310015,02/04/2022
16253,Gambia Dalasi,GMD,59.555418,02/04/2022
16254,Georgia Lari,GEL,3.419541,02/04/2022
16255,Ghana New Cedi,GHS,8.329144,02/04/2022
16256,Gibraltar Pound,GIP,0.847371,02/04/2022
16257,Guatemala Quetzal,GTQ,8.506165,02/04/2022
16258,Guinea Franc,GNF,9888.621298,02/04/2022
16259,Guyana Dollar,GYD,231.566258,02/04/2022
16260,Haiti Gourde,HTG,117.880367,02/04/2022
16261,Honduras Lempira,HNL,27.169081,02/04/2022
16262,Hong Kong Dollar,HKD,8.655031,02/04/2022
16263,Hungary Forint,HUF,367.701905,02/04/2022
16264,Iceland Krona,ISK,142.094578,02/04/2022
16265,India Rupee,INR,83.963274,02/04/2022
16266,Indonesia Rupiah,IDR,15878.22872,02/04/2022
16267,Iran Rial,IRR,46790.198058,02/04/2022
16268,Iraq Dinar,IQD,1615.473183,02/04/2022
16269,Israel New Shekel,ILS,3.538858,02/04/2022
16270,Jamaica Dollar,JMD,169.686241,02/04/2022
16271,Jordan Dinar,JOD,0.783379,02/04/2022
16272,Kazakhstan Tenge,KZT,526.379688,02/04/2022
16273,Kenya Shilling,KES,127.34374,02/04/2022
16274,Kuwait Dinar,KWD,0.33615,02/04/2022
16275,Kyrgyzstan Som,KGS,90.067544,02/04/2022
16276,Laos Kip,LAK,13024.37687,02/04/2022
16277,Lebanon Pound,LBP,1673.589773,02/04/2022
16278,Lesotho Loti,LSL,16.208502,02/04/2022
16279,Liberia Dollar,LRD,168.655054,02/04/2022
16280,Libya Dinar,LYD,5.138783,02/04/2022
16281,Macau Pataca,MOP,8.933413,02/04/2022
16282,Macedonia Denar,MKD,61.621987,02/04/2022
16283,Malagasy Ariary,MGA,4471.697058,02/04/2022
16284,Malawi Kwacha,MWK,904.251536,02/04/2022
16285,Malaysia Ringgit,MYR,4.651955,02/04/2022
16286,Maldives Rufiyaa,MVR,17.081326,02/04/2022
16287,Mauritania Ouguiya,MRO,394.429575,02/04/2022
16288,Mauritius Rupee,MUR,49.365598,02/04/2022
16289,Mexico Peso,MXN,21.941679,02/04/2022
16290,Moldova Leu,MDL,20.277599,02/04/2022
16291,Mongolia Tugrik,MNT,3180.598534,02/04/2022
16292,Morocco Dirham,MAD,10.744818,02/04/2022
16293,Mozambique New Metical,MZN,70.522691,02/04/2022
16294,Myanmar Kyat,MMK,1968.155375,02/04/2022
16295,NL Antilles Guilder,ANG,1.994826,02/04/2022
16296,Namibia Dollar,NAD,16.208497,02/04/2022
16297,Nepal Rupee,NPR,134.517253,02/04/2022
16298,New Zealand Dollar,NZD,1.594179,02/04/2022
16299,Nicaragua Cordoba Oro,NIO,39.614492,02/04/2022
16300,Nigeria Naira,NGN,459.306697,02/04/2022
16301,North Korea Won,KPW,994.36114,02/04/2022
16302,Norway Kroner,NOK,9.622656,02/04/2022
16303,Oman Rial,OMR,0.425748,02/04/2022
16304,Pakistan Rupee,PKR,204.15955,02/04/2022
16305,Panama Balboa,PAB,1.106826,02/04/2022
16306,Papua New Guinea Kina,PGK,3.900842,02/04/2022
16307,Paraguay Guarani,PYG,7666.669345,02/04/2022
16308,Peru Nuevo Sol,PEN,4.071062,02/04/2022
16309,Philippines Peso,PHP,56.933092,02/04/2022
16310,Poland Zloty,PLN,4.63995,02/04/2022
16311,Qatar Rial,QAR,4.022784,02/04/2022
16312,Romania New Lei,RON,4.948054,02/04/2022
16313,Russia Rouble,RUB,94.740895,02/04/2022
16314,Rwanda Franc,RWF,1125.687645,02/04/2022
16315,Samoa Tala,WST,2.896955,02/04/2022
16316,Sao Tome/Principe Dobra,STD,22868.066652,02/04/2022
16317,Saudi Arabia Riyal,SAR,4.144674,02/04/2022
16318,Serbia Dinar,RSD,117.799017,02/04/2022
16319,Seychelles Rupee,SCR,15.937807,02/04/2022
16320,Sierra Leone Leone,SLL,13142.134997,02/04/2022
16321,Singapore Dollar,SGD,1.498948,02/04/2022
16322,Solomon Islands Dollar,SBD,8.863616,02/04/2022
16323,Somali Shilling,SOS,645.230018,02/04/2022
16324,South Africa Rand,ZAR,16.140486,02/04/2022
16325,South Korea Won,KRW,1347.657553,02/04/2022
16326,Sri Lanka Rupee,LKR,329.234233,02/04/2022
16327,St Helena Pound,SHP,1.521818,02/04/2022
16328,Sudan Pound,SDG,494.422327,02/04/2022
16329,Suriname Dollar,SRD,22.899065,02/04/2022
16330,Swaziland Lilangeni,SZL,16.160132,02/04/2022
16331,Sweden Krona,SEK,10.357223,02/04/2022
16332,Syria Pound,SYP,2775.37172,02/04/2022
16333,Taiwan Dollar,TWD,31.688845,02/04/2022
16334,Tanzania Shilling,TZS,2568.461245,02/04/2022
16335,Thailand Baht,THB,37.026722,02/04/2022
16336,Tonga Pa'anga,TOP,2.487062,02/04/2022
16337,Trinidad/Tobago Dollar,TTD,7.518553,02/04/2022
16338,Tunisia Dinar,TND,3.244972,02/04/2022
16339,Turkish New Lira,TRY,16.226314,02/04/2022
16340,Uganda Shilling,UGX,3957.048701,02/04/2022
16341,Ukraine Hryvnia,UAH,32.54159,02/04/2022
16342,Uruguay Peso,UYU,45.364144,02/04/2022
16343,United Arab Emirates Dirham,AED,4.058212,02/04/2022
16344,Vanuatu Vatu,VUV,126.081191,02/04/2022
16345,Vietnam Dong,VND,25233.561383,02/04/2022
16346,Yemen Rial,YER,276.487934,02/04/2022
16347,Zambia Kwacha,ZMK,9944.937317,02/04/2022
16348,Australia Dollar,AUD,1.473132,03/04/2022
16349,Great Britain Pound,GBP,0.842463,03/04/2022
16350,Euro,EUR,1.0,03/04/2022
16351,Japan Yen,JPY,135.351638,03/04/2022
16352,Switzerland Franc,CHF,1.022751,03/04/2022
16353,USA Dollar,USD,1.104849,03/04/2022
16354,Afghanistan Afghani,AFN,97.981403,03/04/2022
16355,Albania Lek,ALL,121.614154,03/04/2022
16356,Algeria Dinar,DZD,158.314425,03/04/2022
16357,Angola Kwanza,AOA,491.186927,03/04/2022
16358,Argentina Peso,ARS,122.866899,03/04/2022
16359,Armenia Dram,AMD,534.282181,03/04/2022
16360,Aruba Florin,AWG,1.988727,03/04/2022
16361,Azerbaijan New Manat,AZN,1.830401,03/04/2022
16362,Bahamas Dollar,BSD,1.106829,03/04/2022
16363,Bahrain Dinar,BHD,0.416949,03/04/2022
16364,Bangladesh Taka,BDT,95.438907,03/04/2022
16365,Barbados Dollar,BBD,2.23486,03/04/2022
16366,Belarus Ruble,BYR,21655.032254,03/04/2022
16367,Belize Dollar,BZD,2.23106,03/04/2022
16368,Bermuda Dollar,BMD,1.104849,03/04/2022
16369,Bhutan Ngultrum,BTN,84.073585,03/04/2022
16370,Bolivia Boliviano,BOB,7.620687,03/04/2022
16371,Bosnia Mark,BAM,1.956058,03/04/2022
16372,Botswana Pula,BWP,12.700678,03/04/2022
16373,Brazil Real,BRL,5.149492,03/04/2022
16374,Brunei Dollar,BND,1.500775,03/04/2022
16375,Bulgaria Lev,BGN,1.956676,03/04/2022
16376,Burundi Franc,BIF,2271.024306,03/04/2022
16377,CFA Franc BCEAO,XOF,656.03335,03/04/2022
16378,CFA Franc BEAC,XAF,656.03335,03/04/2022
16379,CFP Franc,XPF,119.877499,03/04/2022
16380,Cambodia Riel,KHR,4482.821719,03/04/2022
16381,Canada Dollar,CAD,1.383158,03/04/2022
16382,Cape Verde Escudo,CVE,110.277834,03/04/2022
16383,Cayman Islands Dollar,KYD,0.922407,03/04/2022
16384,Chili Peso,CLP,869.603606,03/04/2022
16385,China Yuan/Renminbi,CNY,7.030261,03/04/2022
16386,Colombia Peso,COP,4176.186032,03/04/2022
16387,Comoros Franc,KMF,492.707359,03/04/2022
16388,Congo Franc,CDF,2220.745962,03/04/2022
16389,Costa Rica Colon,CRC,725.414425,03/04/2022
16390,Croatia Kuna,HRK,7.562356,03/04/2022
16391,Cuba Convertible Peso,CUC,1.104849,03/04/2022
16392,Cuba Peso,CUP,29.278487,03/04/2022
16393,Czech Koruna,CZK,24.369625,03/04/2022
16394,Denmark Krone,DKK,7.437508,03/04/2022
16395,Djibouti Franc,DJF,197.052933,03/04/2022
16396,Dominican Republich Peso,DOP,60.888086,03/04/2022
16397,East Caribbean Dollar,XCD,2.985908,03/04/2022
16398,Egypt Pound,EGP,20.211352,03/04/2022
16399,El Salvador Colon,SVC,9.685127,03/04/2022
16400,Ethiopia Birr,ETB,56.868718,03/04/2022
16401,Falkland Islands Pound,FKP,0.847374,03/04/2022
16402,Fiji Dollar,FJD,2.310019,03/04/2022
16403,Gambia Dalasi,GMD,59.550342,03/04/2022
16404,Georgia Lari,GEL,3.419471,03/04/2022
16405,Ghana New Cedi,GHS,8.329169,03/04/2022
16406,Gibraltar Pound,GIP,0.847374,03/04/2022
16407,Guatemala Quetzal,GTQ,8.50619,03/04/2022
16408,Guinea Franc,GNF,9888.65086,03/04/2022
16409,Guyana Dollar,GYD,231.56695,03/04/2022
16410,Haiti Gourde,HTG,117.880719,03/04/2022
16411,Honduras Lempira,HNL,27.169162,03/04/2022
16412,Hong Kong Dollar,HKD,8.655046,03/04/2022
16413,Hungary Forint,HUF,367.703001,03/04/2022
16414,Iceland Krona,ISK,142.094437,03/04/2022
16415,India Rupee,INR,83.963524,03/04/2022
16416,Indonesia Rupiah,IDR,15878.276188,03/04/2022
16417,Iran Rial,IRR,46790.338051,03/04/2022
16418,Iraq Dinar,IQD,1615.478012,03/04/2022
16419,Israel New Shekel,ILS,3.538869,03/04/2022
16420,Jamaica Dollar,JMD,169.686748,03/04/2022
16421,Jordan Dinar,JOD,0.783367,03/04/2022
16422,Kazakhstan Tenge,KZT,526.381261,03/04/2022
16423,Kenya Shilling,KES,127.344121,03/04/2022
16424,Kuwait Dinar,KWD,0.33615,03/04/2022
16425,Kyrgyzstan Som,KGS,90.067814,03/04/2022
16426,Laos Kip,LAK,13024.415806,03/04/2022
16427,Lebanon Pound,LBP,1673.594776,03/04/2022
16428,Lesotho Loti,LSL,16.208057,03/04/2022
16429,Liberia Dollar,LRD,168.654914,03/04/2022
16430,Libya Dinar,LYD,5.138798,03/04/2022
16431,Macau Pataca,MOP,8.93344,03/04/2022
16432,Macedonia Denar,MKD,61.622172,03/04/2022
16433,Malagasy Ariary,MGA,4471.710426,03/04/2022
16434,Malawi Kwacha,MWK,904.254239,03/04/2022
16435,Malaysia Ringgit,MYR,4.651966,03/04/2022
16436,Maldives Rufiyaa,MVR,17.080839,03/04/2022
16437,Mauritania Ouguiya,MRO,394.430755,03/04/2022
16438,Mauritius Rupee,MUR,49.365745,03/04/2022
16439,Mexico Peso,MXN,21.941739,03/04/2022
16440,Moldova Leu,MDL,20.27766,03/04/2022
16441,Mongolia Tugrik,MNT,3180.608043,03/04/2022
16442,Morocco Dirham,MAD,10.744851,03/04/2022
16443,Mozambique New Metical,MZN,70.522558,03/04/2022
16444,Myanmar Kyat,MMK,1968.161258,03/04/2022
16445,NL Antilles Guilder,ANG,1.994832,03/04/2022
16446,Namibia Dollar,NAD,16.20838,03/04/2022
16447,Nepal Rupee,NPR,134.517655,03/04/2022
16448,New Zealand Dollar,NZD,1.594183,03/04/2022
